155,309,1
233,289,1
328,227,1
351,163,1
253,369,1
316,126,1
291,262,1
66,157,1
194,468,1
212,619,1
133,638,1
137,158,1
141,280,1
150,524,1
300,507,1
378,221,1
112,630,1
189,682,1
101,193,1
143,545,1
324,105,1
415,186,1
393,515,1
214,210,1
247,318,1
51,464,1
84,572,1
301,169,1
